,inputs,policies,policies_sent,labels
2622,"If this survey has already been carried out, the patient or personal health officer will not be able to carry out the survey or view the previously submitted survey.","[{'decision': 'deny', 'subject': 'patient', 'action': 'view', 'resource': 'previously submitted survey', 'condition': 'patient and their personal health officer have not yet completed a satisfaction survey for an office visit', 'purpose': 'none'}, {'decision': 'deny', 'subject': 'personal health officer', 'action': 'view', 'resource': 'previously submitted survey', 'condition': 'survey has already been carried out', 'purpose': 'none'}, {'decision': 'deny', 'subject': 'patient', 'action': 'carry out', 'resource': 'survey', 'condition': 'survey has already been carried out', 'purpose': 'none'}, {'decision': 'deny', 'subject': 'personal health officer', 'action': 'carry out', 'resource': 'survey', 'condition': 'survey has already been carried out', 'purpose': 'none'}]",patient is prohibited to view previously submitted survey if patient and their personal health officer have not yet completed a satisfaction survey for an office visit and personal health officer is unauthorized to view previously submitted survey if survey has already been carried out and patient is not able to carry out survey if survey has already been carried out and personal health officer is shall not to carry out survey if survey has already been carried out,4
2623,there is no combination between roles requiring that one class with those names allows both access and assign the resource externalgrades.,"[{'decision': 'deny', 'subject': 'class with those name', 'action': 'assign', 'resource': 'externalgrade', 'condition': 'none', 'purpose': 'none'}, {'decision': 'deny', 'subject': 'class with those name', 'action': 'attend', 'resource': 'externalgrade', 'condition': 'none', 'purpose': 'none'}]",class with those name is unauthorized to assign externalgrade and class with those name is shall not to attend externalgrade,2
2624,This use case allows a Professor to select the course offerings from the course catalog for the courses that he or she is eligible for and wishes to teach in the upcoming semester.,"[{'decision': 'allow', 'subject': 'professor', 'action': 'select', 'resource': 'course offering', 'condition': 'none', 'purpose': 'verifying and updating customer information'}]",professor is authorized to select course offering for the purpose of verifying and updating customer information,5
2625,The iTrust user (patient) has been authenticated in the iTrust Medical Records system (UC3).,"[{'decision': 'allow', 'subject': 'none', 'action': 'authenticate', 'resource': 'itrust user', 'condition': 'transaction over $100,000 and need for the same', 'purpose': 'none'}]","itrust user is allowed to be authenticate if transaction over $100,000 and need for the same",4
2626,The maintainer should make sure that enough disk space is available to store the papers.,"[{'decision': 'allow', 'subject': 'maintainer', 'action': 'make', 'resource': 'none', 'condition': 'none', 'purpose': 'store the paper'}]",maintainer is able to make for the purpose of store the paper,7
2627,"The accountant can view, edit, and delete financial records during business hours for the purpose of auditing, provided there are no pending legal inquiries related to the records.","[{'decision': 'allow', 'subject': 'accountant', 'action': 'view', 'resource': 'financial record', 'purpose': 'auditing', 'condition': 'during business hours and no pending legal inquiries related to the records'}, {'decision': 'allow', 'subject': 'accountant', 'action': 'edit', 'resource': 'financial record', 'purpose': 'auditing', 'condition': 'during business hours and no pending legal inquiries related to the records'}, {'decision': 'allow', 'subject': 'accountant', 'action': 'delete', 'resource': 'financial record', 'purpose': 'none', 'condition': 'during business hours and no pending legal inquiries related to the records'}]","accountant is able to view financial record for the purpose of auditing, if during business hours and no pending legal inquiries related to the records and accountant is shall to edit financial record for the purpose of auditing, if during business hours and no pending legal inquiries related to the records and accountant is allowed to delete financial record if during business hours and no pending legal inquiries related to the records",9
2628,"If the Student selected “Create a Schedule”, the Create  a Schedule subflow is executed.","[{'decision': 'allow', 'subject': 'none', 'action': 'execute', 'resource': 'create a schedule subflow', 'condition': 'paper distribution has been done', 'purpose': 'none'}]",create a schedule subflow is shall to be execute if paper distribution has been done,4
2629,The patient can select to view contact information of a selected LHCP shown in the expired prescription list .,"[{'decision': 'deny', 'subject': 'patient', 'action': 'view', 'resource': 'contact information of a selected lhcp', 'condition': 'none', 'purpose': 'none'}]",patient is prohibited to view contact information of a selected lhcp,0
2630,These overviews can be printed in case reviewers want to read the abstracts offline.,"[{'decision': 'allow', 'subject': 'none', 'action': 'print', 'resource': 'overview', 'condition': 'none', 'purpose': 'none'}]",overview is authorized to be print,8
2631,"Following the patterns Experts Review Papers and Champions Review Papers , papers should be matched to domain experts in the PC.","[{'decision': 'allow', 'subject': 'none', 'action': 'provide', 'resource': 'paper', 'condition': 'none', 'purpose': 'none'}]",paper is shall to be provide,2
2632,"Medical records team are allowed to access, view, and modify patients' confidential information strictly for billing and insurance-related purposes, only if they have completed mandatory compliance training.","[{'decision': 'allow', 'subject': 'medical records team', 'action': 'access', 'resource': 'patients confidential information', 'purpose': 'none', 'condition': 'completed mandatory compliance training'}, {'decision': 'allow', 'subject': 'medical records team', 'action': 'view', 'resource': 'patients confidential information', 'purpose': 'billing and insurance-related purposes', 'condition': 'completed mandatory compliance training'}, {'decision': 'allow', 'subject': 'medical records team', 'action': 'modify', 'resource': 'patients confidential information', 'purpose': 'billing and insurance-related purposes', 'condition': 'completed mandatory compliance training'}]","medical records team is authorized to access patients confidential information if completed mandatory compliance training and medical records team is shall to view patients confidential information for the purpose of billing and insurance-related purposes, if completed mandatory compliance training and medical records team is authorized to modify patients confidential information for the purpose of billing and insurance-related purposes, if completed mandatory compliance training",9
2633,"IT personnel may access, alter, and manage server data strictly for maintenance and troubleshooting purposes during regular office hours from 9 am to 6 pm.","[{'decision': 'allow', 'subject': 'IT personnel', 'action': 'alter', 'resource': 'server data', 'purpose': 'maintenance and troubleshooting', 'condition': 'during regular office hours from 9 am to 6 pm'}, {'decision': 'allow', 'subject': 'IT personnel', 'action': 'manage', 'resource': 'server data', 'purpose': 'maintenance and troubleshooting', 'condition': 'during regular office hours from 9 am to 6 pm'}]","IT personnel is able to alter server data for the purpose of maintenance and troubleshooting, if during regular office hours from 9 am to 6 pm and IT personnel is shall to manage server data for the purpose of maintenance and troubleshooting, if during regular office hours from 9 am to 6 pm",10
2634,The Registrar enters the professor id.,"[{'decision': 'allow', 'subject': 'financial department employee', 'action': 'enter', 'resource': 'professor id', 'condition': 'none', 'purpose': 'none'}]",financial department employee is allowed to enter professor id,1
2635,"IT department employees may access, modify and delete files in the system server only for the purpose of system maintenance and during office hours.","[{'decision': 'allow', 'subject': 'IT department employee', 'action': 'access', 'resource': 'file in the system server', 'purpose': 'system maintenance', 'condition': 'during office hours'}, {'decision': 'allow', 'subject': 'IT department employee', 'action': 'modify', 'resource': 'file in the system server', 'purpose': 'system maintenance', 'condition': 'none'}, {'decision': 'allow', 'subject': 'IT department employee', 'action': 'delete', 'resource': 'file in the system server', 'purpose': 'system maintenance', 'condition': 'during office hours'}]","IT department employee is shall to access file in the system server for the purpose of system maintenance, if during office hours and IT department employee is authorized to modify file in the system server for the purpose of system maintenance and IT department employee is allowed to delete file in the system server for the purpose of system maintenance, if during office hours",8
2636,A sub-commissioner may resign unless he has not originally submitted his review.,"[{'decision': 'deny', 'subject': 'subcommissioner', 'action': 'document', 'resource': 'none', 'condition': 'he has not originally submitted his review', 'purpose': 'none'}]",subcommissioner is not able to document if he has not originally submitted his review,2
2637,Employees are not allowed to access sensitive customer data unless authorized.,"[{'decision': 'allow', 'subject': 'employee', 'action': 'access', 'resource': 'sensitive customer data', 'condition': 'during working hours of Monday to Friday', 'purpose': 'none'}]",employee is shall to access sensitive customer data if during working hours of Monday to Friday,4
2638,The table of contents and author index of the proceedings are generated by CyberChair and the camera-ready papers are prepared for electronic delivery to the publisher.,"[{'decision': 'allow', 'subject': 'cyberchair', 'action': 'disallow', 'resource': 'table of content', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'cyberchair', 'action': 'generate', 'resource': 'author index', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'cyberchair', 'action': 'prepare', 'resource': 'cameraready paper', 'condition': 'none', 'purpose': 'electronic delivery to the publisher'}]",cyberchair is allowed to disallow table of content and cyberchair is shall to generate author index and cyberchair is authorized to prepare cameraready paper for the purpose of electronic delivery to the publisher,2
2639,An LHCP has authenticated him or herself in the iTrust Medical Records system (UC3).,"[{'decision': 'allow', 'subject': 'lhcp', 'action': 'document', 'resource': 'himself', 'condition': 'none', 'purpose': 'none'}]",lhcp is able to document himself,2
2640,The patient has authenticated himself or herself in the iTrust Medical Records system (UC3).,"[{'decision': 'allow', 'subject': 'patient', 'action': 'authenticate', 'resource': 'none', 'condition': 'none', 'purpose': 'none'}]",patient is allowed to authenticate,7
2641,The iTrust user has authenticated himself or herself in the iTrust Medical Records system(UC3).,"[{'decision': 'allow', 'subject': 'itrust user', 'action': 'authenticate', 'resource': 'itrust user', 'condition': 'none', 'purpose': 'none'}]",itrust user is authorized to authenticate itrust user,11
2642,The form validation of the system shall show the errors of all the fields in a form at the same time.,"[{'decision': 'allow', 'subject': 'system', 'action': 'show', 'resource': 'error', 'condition': 'none', 'purpose': 'credit check'}]",system is allowed to show error for the purpose of credit check,5
2643,"Farm managers are permitted to access, update and delete crop records only during official working hours for the purpose of record accuracy.","[{'decision': 'allow', 'subject': 'farm manager', 'action': 'access', 'resource': 'none', 'purpose': 'record accuracy', 'condition': 'official working hours'}, {'decision': 'allow', 'subject': 'farm manager', 'action': 'update', 'resource': 'crop record', 'purpose': 'record accuracy', 'condition': 'official working hours'}, {'decision': 'allow', 'subject': 'farm manager', 'action': 'delete', 'resource': 'crop record', 'purpose': 'record accuracy', 'condition': 'official working hours'}]","farm manager is able to access for the purpose of record accuracy, if official working hours and farm manager is authorized to update crop record for the purpose of record accuracy, if official working hours and farm manager is shall to delete crop record for the purpose of record accuracy, if official working hours",7
2644,An LHCP or UAP can add and delete patients from his or her monitoring list.,"[{'decision': 'allow', 'subject': 'none', 'action': 'delete', 'resource': 'patient', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'uap', 'action': 'delete', 'resource': 'patient', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'uap', 'action': 'add', 'resource': 'patient', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'lhcp', 'action': 'add', 'resource': 'patient', 'condition': 'none', 'purpose': 'none'}]",patient is able to be delete and uap is authorized to delete patient and uap is shall to add patient and lhcp is authorized to add patient,6
2645,"If this survey has already been carried out, the patient or personal health officer will not be able to carry out the survey or view the previously submitted survey.","[{'decision': 'deny', 'subject': 'patient', 'action': 'view', 'resource': 'previously submitted survey', 'condition': 'survey has already been carried out', 'purpose': 'none'}, {'decision': 'deny', 'subject': 'patient', 'action': 'carry out', 'resource': 'survey', 'condition': 'survey has already been carried out', 'purpose': 'none'}, {'decision': 'deny', 'subject': 'personal health officer', 'action': 'carry out', 'resource': 'survey', 'condition': 'survey has already been carried out', 'purpose': 'none'}]",patient is shall not to view previously submitted survey if survey has already been carried out and patient is prohibited to carry out survey if survey has already been carried out and personal health officer is not able to carry out survey if survey has already been carried out,10
2646,"Once the Student acknowledges the message, the use case terminates.","[{'decision': 'allow', 'subject': 'none', 'action': 'terminate', 'resource': 'any records', 'condition': 'student acknowledges the message', 'purpose': 'none'}]",any records is authorized to be terminate if student acknowledges the message,3
2647,"The accountant can view, edit, and delete financial records during business hours for the purpose of auditing, provided there are no pending legal inquiries related to the records.","[{'decision': 'allow', 'subject': 'accountant', 'action': 'view', 'resource': 'financial record', 'purpose': 'auditing', 'condition': 'during business hours and no pending legal inquiries related to the records'}, {'decision': 'allow', 'subject': 'accountant', 'action': 'edit', 'resource': 'financial record', 'purpose': 'generating report', 'condition': 'during business hours and no pending legal inquiries related to the records'}, {'decision': 'allow', 'subject': 'accountant', 'action': 'delete', 'resource': 'financial record', 'purpose': 'auditing', 'condition': 'during business hours and no pending legal inquiries related to the records'}]","accountant is shall to view financial record for the purpose of auditing, if during business hours and no pending legal inquiries related to the records and accountant is allowed to edit financial record for the purpose of generating report, if during business hours and no pending legal inquiries related to the records and accountant is shall to delete financial record for the purpose of auditing, if during business hours and no pending legal inquiries related to the records",5
2648,"Only bank tellers are allowed to access and edit customer account information for the purpose of performing transactions, provided that they first verify customer's identification and obtain authorized approval from a branch manager.","[{'decision': 'allow', 'subject': 'bank teller', 'action': 'access', 'resource': 'customer account information', 'purpose': 'performing transactions', 'condition': 'first verify customer identification and obtain authorized approval from branch manager'}, {'decision': 'allow', 'subject': 'none', 'action': 'edit', 'resource': 'customer account information', 'purpose': 'performing transactions', 'condition': 'first verify customer identification and obtain authorized approval from branch manager'}]","bank teller is allowed to access customer account information for the purpose of performing transactions, if first verify customer identification and obtain authorized approval from branch manager and customer account information is able to be edit for the purpose of performing transactions, if first verify customer identification and obtain authorized approval from branch manager",6
2649,"Adjunct professors are allowed to read and write coursework materials solely for the purpose of course preparation, provided they have completed the 'Course Material Handling' training in the last 6 months.","[{'decision': 'allow', 'subject': 'adjunct professor', 'action': 'read', 'resource': 'coursework material', 'purpose': 'course preparation', 'condition': 'completed course material handling training in the last 6 months'}, {'decision': 'allow', 'subject': 'none', 'action': 'write', 'resource': 'coursework material', 'purpose': 'course preparation', 'condition': 'completed course material handling training in the last 6 months'}]","adjunct professor is able to read coursework material for the purpose of course preparation, if completed course material handling training in the last 6 months and coursework material is able to be write for the purpose of course preparation, if completed course material handling training in the last 6 months",6
2650,The Registrar enters the professor id.,"[{'decision': 'allow', 'subject': 'registrar', 'action': 'enter', 'resource': 'professor id', 'condition': 'none', 'purpose': 'none'}]",registrar is authorized to enter professor id,11
2651,Note that its administrator can not allowed through each program interface to delete an invalid entry or modify this hospital location number for an existing file.,"[{'decision': 'deny', 'subject': 'administrator', 'action': 'paticipate', 'resource': 'invalid entry', 'condition': 'none', 'purpose': 'none'}, {'decision': 'deny', 'subject': 'administrator', 'action': 'modify', 'resource': 'hospital location number', 'condition': 'none', 'purpose': 'none'}]",administrator is shall not to paticipate invalid entry and administrator is prohibited to modify hospital location number,2
2652,Note that the administrator is not allowed to delete an existing entry or change the hospital ID number in an existing entry via the system interface.,"[{'decision': 'deny', 'subject': 'administrator', 'action': 'delete', 'resource': 'existing entry', 'condition': 'none', 'purpose': 'none'}]",administrator is prohibited to delete existing entry,10
2653,"The iTrust user (LHCP, UAP, or patient) has been authenticated in the iTrust Medical Records system (UC3).","[{'decision': 'allow', 'subject': 'none', 'action': 'authenticate', 'resource': 'uap', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'none', 'action': 'authenticate', 'resource': 'list of requests he or she has made for report', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'none', 'action': 'authenticate', 'resource': 'lhcp', 'condition': 'none', 'purpose': 'none'}]",uap is allowed to be authenticate and list of requests he or she has made for report is allowed to be authenticate and lhcp is authorized to be authenticate,3
2654,The patient has authenticated himself or herself in the iTrust Medical Records system (UC3).,"[{'decision': 'allow', 'subject': 'authorized staff member', 'action': 'authenticate', 'resource': 'patient', 'condition': 'none', 'purpose': 'none'}]",authorized staff member is able to authenticate patient,1
2655,In an electronic system we can allow residents to hook into the network at any time as long as they can view only their own data and cannot make arbitrary changes.,"[{'decision': 'allow', 'subject': 'resident', 'action': 'hook', 'resource': 'resident', 'condition': 'none', 'purpose': 'none'}]",resident is shall to hook resident,9
2656,"Reviews can either be submitted via a webpage, or filled in off-line and emailed.","[{'decision': 'allow', 'subject': 'none', 'action': 'fill in', 'resource': 'review', 'condition': 'none', 'purpose': 'none'}]",review is allowed to be fill in,10
2657,"Agricultural scientists can access, modify, and export crop yield data for the purpose of research and development only during weekdays between 9 AM to 5 PM.","[{'decision': 'allow', 'subject': 'agricultural scientist', 'action': 'access', 'resource': 'crop yield data', 'purpose': 'research and development', 'condition': 'only during weekdays between 9 AM to 5 PM'}, {'decision': 'allow', 'subject': 'agricultural scientist', 'action': 'modify', 'resource': 'crop yield data', 'purpose': 'research and development', 'condition': 'only during weekdays between 9 AM to 5 PM'}, {'decision': 'allow', 'subject': 'agricultural scientist', 'action': 'export', 'resource': 'crop yield data', 'purpose': 'research and development', 'condition': 'request is approved by the department head'}]","agricultural scientist is shall to access crop yield data for the purpose of research and development, if only during weekdays between 9 AM to 5 PM and agricultural scientist is allowed to modify crop yield data for the purpose of research and development, if only during weekdays between 9 AM to 5 PM and agricultural scientist is shall to export crop yield data for the purpose of research and development, if request is approved by the department head",4
2658,The LHCP does not confirm the selection and can try again.,"[{'decision': 'deny', 'subject': 'lhcp', 'action': 'confirm', 'resource': 'selection', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'lhcp', 'action': 'try', 'resource': 'none', 'condition': 'none', 'purpose': 'none'}]",lhcp is unauthorized to confirm selection and lhcp is allowed to try,7
2659,The LHCP can obtain additional information about a patient.,"[{'decision': 'allow', 'subject': 'lhcp', 'action': 'obtain', 'resource': 'none', 'condition': 'none', 'purpose': 'none'}]",lhcp is shall to obtain,7
2660,The LHCP chooses to view all patients with which he or she has ever had an office visit with.,"[{'decision': 'allow', 'subject': 'authorized staff in the Examination Department', 'action': 'view', 'resource': 'patients with which he or she has ever had an office visit with', 'condition': 'none', 'purpose': 'none'}]",authorized staff in the Examination Department is authorized to view patients with which he or she has ever had an office visit with,1
2661,"No competitor to such paper shall resign, once he has already appointed a sub - reviewer for that paper.","[{'decision': 'deny', 'subject': 'competitor', 'action': 'resign', 'resource': 'none', 'condition': 'none', 'purpose': 'none'}]",competitor is unauthorized to resign,8
2662,"IT department employees are allowed to access, modify and delete company's sensitive data files from the server for maintenance purposes only on weekends.","[{'decision': 'allow', 'subject': 'IT department employee', 'action': 'access', 'resource': ""company's sensitive data files"", 'purpose': 'none', 'condition': 'on weekends'}, {'decision': 'allow', 'subject': 'IT department employee', 'action': 'modify', 'resource': ""company's sensitive data files"", 'purpose': 'maintenance', 'condition': 'on weekends'}, {'decision': 'allow', 'subject': 'IT department employee', 'action': 'delete', 'resource': ""company's sensitive data files"", 'purpose': 'maintenance', 'condition': 'on weekends'}]","IT department employee is allowed to access company's sensitive data files if on weekends and IT department employee is shall to modify company's sensitive data files for the purpose of maintenance, if on weekends and IT department employee is shall to delete company's sensitive data files for the purpose of maintenance, if on weekends",9
2663,"IT personnel may access, alter, and manage server data strictly for maintenance and troubleshooting purposes during regular office hours from 9 am to 6 pm.","[{'decision': 'allow', 'subject': 'IT personnel', 'action': 'access', 'resource': 'server data', 'purpose': 'maintenance and troubleshooting', 'condition': 'none'}, {'decision': 'allow', 'subject': 'IT personnel', 'action': 'alter', 'resource': 'server data', 'purpose': 'maintenance and troubleshooting', 'condition': 'during regular office hours from 9 am to 6 pm'}, {'decision': 'allow', 'subject': 'IT personnel', 'action': 'manage', 'resource': 'server data', 'purpose': 'maintenance and troubleshooting', 'condition': 'during regular office hours from 9 am to 6 pm'}]","IT personnel is able to access server data for the purpose of maintenance and troubleshooting and IT personnel is able to alter server data for the purpose of maintenance and troubleshooting, if during regular office hours from 9 am to 6 pm and IT personnel is able to manage server data for the purpose of maintenance and troubleshooting, if during regular office hours from 9 am to 6 pm",8
2664,A patient inputs his blood pressure or glucose levels.,"[{'decision': 'allow', 'subject': 'none', 'action': 'input', 'resource': 'glucose level', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'patient', 'action': 'input', 'resource': 'blood pressure', 'condition': 'none', 'purpose': 'none'}]",glucose level is authorized to be input and patient is able to input blood pressure,6
2665," ""Subjects Alice and Bob have read and write permissions on Resource L solely for the purpose of auditing.""","[{'decision': 'allow', 'subject': 'alice', 'action': 'read', 'resource': 'l', 'condition': 'none', 'purpose': 'auditing'}, {'decision': 'allow', 'subject': 'bob', 'action': 'write', 'resource': 'l', 'condition': 'none', 'purpose': 'none'}]",alice is able to read l for the purpose of auditing and bob is authorized to write l,9
2666,The system displays a list of course offerings the Professor taught in the previous semester.,"[{'decision': 'allow', 'subject': 'personal representative', 'action': 'display', 'resource': 'list of course offerings the professor taught in the previous semester', 'condition': 'none', 'purpose': 'none'}]",personal representative is able to display list of course offerings the professor taught in the previous semester,1
2667,"In the marketing department, only the managers and above can access marketing strategy documents for the purpose of planning, given that the documents have been not marked as confidential by the directors.","[{'decision': 'allow', 'subject': 'manager', 'action': 'access', 'resource': 'marketing strategy document', 'purpose': 'planning', 'condition': 'document is not marked confidential by directors'}]","manager is authorized to access marketing strategy document for the purpose of planning, if document is not marked confidential by directors",10
2668,He or she can report his or her blood pressure (systolic and diastolic)  possibly and possibly glucose levels .,"[{'decision': 'allow', 'subject': 'he', 'action': 'report', 'resource': 'glucose level', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'she', 'action': 'report', 'resource': 'glucose level', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'he', 'action': 'report', 'resource': 'blood pressure (systolic and diastolic)', 'condition': 'none', 'purpose': 'request that an appointment be scheduled'}, {'decision': 'allow', 'subject': 'she', 'action': 'report', 'resource': 'blood pressure (systolic and diastolic)', 'condition': 'none', 'purpose': 'none'}]",he is allowed to report glucose level and she is able to report glucose level and he is authorized to report blood pressure (systolic and diastolic) for the purpose of request that an appointment be scheduled and she is able to report blood pressure (systolic and diastolic),5
2669,"Billing department personnel are authorized to access and modify patient payment details for recovery purposes, but only during normal working hours.","[{'decision': 'allow', 'subject': 'billing department personnel', 'action': 'access', 'resource': 'patient payment details', 'purpose': 'recovery purposes', 'condition': 'during normal working hours'}, {'decision': 'allow', 'subject': 'billing department personnel', 'action': 'modify', 'resource': 'patient payment details', 'purpose': 'none', 'condition': 'during normal working hours'}]","billing department personnel is shall to access patient payment details for the purpose of recovery purposes, if during normal working hours and billing department personnel is allowed to modify patient payment details if during normal working hours",9
2670,The reviewers' pages are regenerated frequently in order to reflect changes (such as conflicting reviews).,"[{'decision': 'deny', 'subject': 'none', 'action': 'regenerate', 'resource': 'reviewers page', 'condition': 'none', 'purpose': 'none'}]",reviewers page is shall not to be regenerate,0
2671,"In the agricultural organization, field officers are allowed to access, modify and delete crop data in the organizational database for the purposes of crop yield improvement, only if the crop details have been verified by an accompanying agronomist.","[{'decision': 'allow', 'subject': 'field officer', 'action': 'access', 'resource': 'crop data', 'purpose': 'crop yield improvement', 'condition': 'crop details have been verified by an accompanying agronomist'}, {'decision': 'allow', 'subject': 'field officer', 'action': 'modify', 'resource': 'crop data', 'purpose': 'crop yield improvement', 'condition': 'crop details have been verified by an accompanying agronomist'}, {'decision': 'allow', 'subject': 'field officer', 'action': 'delete', 'resource': 'crop data', 'purpose': 'crop yield improvement', 'condition': 'none'}]","field officer is able to access crop data for the purpose of crop yield improvement, if crop details have been verified by an accompanying agronomist and field officer is authorized to modify crop data for the purpose of crop yield improvement, if crop details have been verified by an accompanying agronomist and field officer is allowed to delete crop data for the purpose of crop yield improvement",8
2672,"Agricultural scientists can access, modify, and export crop yield data for the purpose of research and development only during weekdays between 9 AM to 5 PM.","[{'decision': 'allow', 'subject': 'agricultural scientist', 'action': 'access', 'resource': 'crop yield data', 'purpose': 'research and development', 'condition': 'only during weekdays between 9 AM to 5 PM'}, {'decision': 'allow', 'subject': 'agricultural scientist', 'action': 'modify', 'resource': 'none', 'purpose': 'research and development', 'condition': 'only during weekdays between 9 AM to 5 PM'}, {'decision': 'allow', 'subject': 'agricultural scientist', 'action': 'export', 'resource': 'crop yield data', 'purpose': 'research and development', 'condition': 'only during weekdays between 9 AM to 5 PM'}]","agricultural scientist is able to access crop yield data for the purpose of research and development, if only during weekdays between 9 AM to 5 PM and agricultural scientist is able to modify for the purpose of research and development, if only during weekdays between 9 AM to 5 PM and agricultural scientist is shall to export crop yield data for the purpose of research and development, if only during weekdays between 9 AM to 5 PM",7
2673,"Medical records team are allowed to access, view, and modify patients' confidential information strictly for billing and insurance-related purposes, only if they have completed mandatory compliance training.","[{'decision': 'allow', 'subject': 'medical records team', 'action': 'access', 'resource': 'patients confidential information', 'purpose': 'billing and insurance-related purposes', 'condition': 'completed mandatory compliance training'}, {'decision': 'allow', 'subject': 'medical records team', 'action': 'view', 'resource': 'patients confidential information', 'purpose': 'none', 'condition': 'completed mandatory compliance training'}, {'decision': 'allow', 'subject': 'medical records team', 'action': 'modify', 'resource': 'patients confidential information', 'purpose': 'billing and insurance-related purposes', 'condition': 'completed mandatory compliance training'}]","medical records team is allowed to access patients confidential information for the purpose of billing and insurance-related purposes, if completed mandatory compliance training and medical records team is able to view patients confidential information if completed mandatory compliance training and medical records team is able to modify patients confidential information for the purpose of billing and insurance-related purposes, if completed mandatory compliance training",9
2674,"Software developers are permitted to access and modify the code repository during weekdays between 9 AM to 6 PM, only for the purpose of software development and enhancements.","[{'decision': 'allow', 'subject': 'software developer', 'action': 'modify', 'resource': 'code repository', 'purpose': 'software development and enhancements', 'condition': 'during weekdays between 9 AM to 6 PM'}]","software developer is able to modify code repository for the purpose of software development and enhancements, if during weekdays between 9 AM to 6 PM",10
2675,Pharmacy technicians are allowed to access patient medication records for the purpose of drug dispensing under the condition that the pharmacist has validated the prescription.,"[{'decision': 'allow', 'subject': 'pharmacy technician', 'action': 'access', 'resource': 'patient medication record', 'purpose': 'drug dispensing', 'condition': 'none'}]",pharmacy technician is able to access patient medication record for the purpose of drug dispensing,8
2676,"System presents a listing of all their own diagnoses, sorted by diagnosis date (more recent first).","[{'decision': 'allow', 'subject': 'none', 'action': 'present', 'resource': 'listing of all their own diagnose', 'condition': 'none', 'purpose': 'none'}]",listing of all their own diagnose is allowed to be present,6
2677,"Once the Student acknowledges the message, the use case terminates.","[{'decision': 'allow', 'subject': 'none', 'action': 'terminate', 'resource': 'use case', 'condition': 'customer has given explicit consent and it is during bank operational hours', 'purpose': 'none'}]",use case is able to be terminate if customer has given explicit consent and it is during bank operational hours,4
2678,"School administrators may access and alter student academic records for the purpose of updating grades and performance metrics, provided the changes are approved and documented by the responsible teacher.","[{'decision': 'allow', 'subject': 'school administrator', 'action': 'access', 'resource': 'student academic record', 'purpose': 'updating grades and performance metrics', 'condition': 'changes are approved and documented by the responsible teacher'}]","school administrator is able to access student academic record for the purpose of updating grades and performance metrics, if changes are approved and documented by the responsible teacher",10
2679,System presents an automatically-calculated value of BMI calculated based on the formula.,"[{'decision': 'allow', 'subject': 'system', 'action': 'fire', 'resource': 'automaticallycalculated value of bmi', 'condition': 'none', 'purpose': 'none'}]",system is allowed to fire automaticallycalculated value of bmi,2
2680,"In the bank, only authorized Loan officers can access customer's loan details for verification and modification purposes, provided the customer has given consent to it.","[{'decision': 'allow', 'subject': 'authorized loan officer', 'action': 'access', 'resource': 'customer loan detail', 'purpose': 'verification', 'condition': 'customer has given consent'}, {'decision': 'allow', 'subject': 'authorized loan officer', 'action': 'modify', 'resource': 'customer loan detail', 'purpose': 'verification', 'condition': 'none'}]","authorized loan officer is able to access customer loan detail for the purpose of verification, if customer has given consent and authorized loan officer is shall to modify customer loan detail for the purpose of verification",8
2681,A patient views a list of his upcoming appointments.,"[{'decision': 'allow', 'subject': 'patient', 'action': 'view', 'resource': 'list of his upcoming appointment', 'condition': 'none', 'purpose': 'office visit'}]",patient is authorized to view list of his upcoming appointment for the purpose of office visit,5
2682,"Only senior level accountants are allowed to edit or delete financial records, provided that the changes are approved by management and are audited regularly for security purposes.","[{'decision': 'allow', 'subject': 'senior level accountant', 'action': 'edit', 'resource': 'financial records', 'purpose': 'security', 'condition': 'changes are approved by management and are audited regularly'}, {'decision': 'allow', 'subject': 'senior level accountant', 'action': 'delete', 'resource': 'financial records', 'purpose': 'security', 'condition': 'changes are approved by management and are audited regularly'}]","senior level accountant is allowed to edit financial records for the purpose of security, if changes are approved by management and are audited regularly and senior level accountant is authorized to delete financial records for the purpose of security, if changes are approved by management and are audited regularly",11
2683,Only the business office manager and the dean can approve a project.,"[{'decision': 'allow', 'subject': 'healthcare professional', 'action': 'approve', 'resource': 'project', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'dean', 'action': 'approve', 'resource': 'project', 'condition': 'none', 'purpose': 'none'}]",healthcare professional is allowed to approve project and dean is authorized to approve project,1
