,inputs,policies,policies_sent,labels
2829,"If someone was still called PC - chairman or administrator, he can never see paper instead of paper - review - members with whom he or she is in conflict.","[{'decision': 'deny', 'subject': 'person', 'action': 'see', 'resource': 'paper', 'condition': 'none', 'purpose': 'none'}]",person is not able to see paper,8
2830,"However, there is no match of roles that indicate that the user with these roles also receives and consumes the externalgrades for the purpose of investigating.","[{'decision': 'deny', 'subject': 'user', 'action': 'receive', 'resource': 'externalgrade', 'condition': 'transaction receives necessary authorization from customer and is cleared by deposit or loan officer', 'purpose': 'investigating'}, {'decision': 'deny', 'subject': 'user', 'action': 'consume', 'resource': 'externalgrade', 'condition': 'none', 'purpose': 'investigating'}]","user is shall not to receive externalgrade for the purpose of investigating, if transaction receives necessary authorization from customer and is cleared by deposit or loan officer and user is prohibited to consume externalgrade for the purpose of investigating",4
2831,"Farmers and field officers are allowed to access and modify crop yield data in the database for planning the next season's crops, but only when the crop harvest for the current season is completed.","[{'decision': 'allow', 'subject': 'farmer', 'action': 'access', 'resource': 'crop yield data', 'purpose': ""planning the next season's crops"", 'condition': 'crop harvest for the current season is completed'}, {'decision': 'allow', 'subject': 'farmer', 'action': 'modify', 'resource': 'crop yield data', 'purpose': ""planning the next season's crops"", 'condition': 'crop harvest for the current season is completed'}, {'decision': 'allow', 'subject': 'field officer', 'action': 'access', 'resource': 'crop yield data', 'purpose': ""planning the next season's crops"", 'condition': 'crop harvest for the current season is completed'}, {'decision': 'deny', 'subject': 'field officer', 'action': 'modify', 'resource': 'crop yield data', 'purpose': ""planning the next season's crops"", 'condition': 'crop harvest for the current season is completed'}]","farmer is able to access crop yield data for the purpose of planning the next season's crops, if crop harvest for the current season is completed and farmer is allowed to modify crop yield data for the purpose of planning the next season's crops, if crop harvest for the current season is completed and field officer is shall to access crop yield data for the purpose of planning the next season's crops, if crop harvest for the current season is completed and field officer is not able to modify crop yield data for the purpose of planning the next season's crops, if crop harvest for the current season is completed",0
2832,System presents a menu of his patients and a menu of other LHCPs.,"[{'decision': 'deny', 'subject': 'system', 'action': 'present', 'resource': 'menu of his patient', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'system', 'action': 'present', 'resource': 'menu of other lhcp', 'condition': 'none', 'purpose': 'none'}]",system is shall not to present menu of his patient and system is allowed to present menu of other lhcp,0
2833,"Agricultural advisors can access field analysis data to provide advice to farmers, only if the data has been verified and the corresponding farmer grants permission.","[{'decision': 'allow', 'subject': 'teller personnel', 'action': 'access', 'resource': 'field analysis data', 'purpose': 'provide advice to farmers', 'condition': 'data has been verified and the corresponding farmer grants permission'}]","teller personnel is shall to access field analysis data for the purpose of provide advice to farmers, if data has been verified and the corresponding farmer grants permission",1
2834,The HCP is notified if any of the fields contain characters that are not in the above list.,"[{'decision': 'allow', 'subject': 'none', 'action': 'notify', 'resource': 'hcp', 'condition': 'after they have enrolled in another new program and have been closed', 'purpose': 'none'}]",hcp is able to be notify if after they have enrolled in another new program and have been closed,4
2835,"The IT department personnel can access, modify, and control the computer systems to maintain the organization's network security, during their scheduled work hours only.","[{'decision': 'allow', 'subject': 'IT department personnel', 'action': 'access', 'resource': 'computer systems', 'purpose': 'maintain network security', 'condition': 'during their scheduled work hours'}, {'decision': 'allow', 'subject': 'IT department personnel', 'action': 'modify', 'resource': 'computer systems', 'purpose': 'maintain network security', 'condition': 'during their scheduled work hours'}, {'decision': 'allow', 'subject': 'IT department personnel', 'action': 'control', 'resource': 'computer systems', 'purpose': 'maintain network security', 'condition': 'none'}]","IT department personnel is allowed to access computer systems for the purpose of maintain network security, if during their scheduled work hours and IT department personnel is authorized to modify computer systems for the purpose of maintain network security, if during their scheduled work hours and IT department personnel is shall to control computer systems for the purpose of maintain network security",8
2836,"Once the registration process is completed for a student, the registration system sends information to the billing system so the student can be billed for the semester.","[{'decision': 'allow', 'subject': 'registration system', 'action': 'send', 'resource': 'information', 'condition': 'condition is satisfied', 'purpose': 'student can be billed for the semester'}]","registration system is allowed to send information for the purpose of student can be billed for the semester, if condition is satisfied",4
2837,All members of role Faculty Family can receive External-Grades.,"[{'decision': 'allow', 'subject': 'none', 'action': 'receive', 'resource': 'externalgrade', 'condition': 'none', 'purpose': 'none'}]",externalgrade is allowed to be receive,6
2838,"The accountant can access financial records for audit purposes, but only when they are in the office premises during regular business hours.","[{'decision': 'allow', 'subject': 'accountant', 'action': 'access', 'resource': 'financial records', 'purpose': 'audit', 'condition': 'none'}]",accountant is authorized to access financial records for the purpose of audit,8
2839,The status of the lab procedure is marked as in transit.,"[{'decision': 'allow', 'subject': 'none', 'action': 'managing', 'resource': 'status of the lab procedure', 'condition': 'none', 'purpose': 'none'}]",status of the lab procedure is shall to be managing,2
2840,Users cannot view an owner's account or make changes,"[{'decision': 'deny', 'subject': 'user', 'action': 'view', 'resource': 'patients height', 'condition': 'none', 'purpose': 'none'}, {'decision': 'deny', 'subject': 'user', 'action': 'make', 'resource': 'change', 'condition': 'none', 'purpose': 'none'}]",user is unauthorized to view patients height and user is not able to make change,3
2841,"Medical billing specialists are permitted to access and modify financial records for the purpose of updating payment information, only during regular working hours from 9 am to 5 pm.","[{'decision': 'allow', 'subject': 'medical billing specialist', 'action': 'access', 'resource': 'financial record', 'purpose': 'updating payment information', 'condition': 'regular working hours from 9 am to 5 pm'}, {'decision': 'allow', 'subject': 'medical billing specialist', 'action': 'modify', 'resource': 'financial record', 'purpose': 'user can reset his or her password', 'condition': 'regular working hours from 9 am to 5 pm'}]","medical billing specialist is authorized to access financial record for the purpose of updating payment information, if regular working hours from 9 am to 5 pm and medical billing specialist is shall to modify financial record for the purpose of user can reset his or her password, if regular working hours from 9 am to 5 pm",5
2842,"Financial department employees can view, update, and handle financial documents for auditing and tracking purposes on weekdays from 9 AM to 5 PM.","[{'decision': 'allow', 'subject': 'financial department employee', 'action': 'view', 'resource': 'financial document', 'purpose': 'existing entry', 'condition': 'on weekdays from 9 AM to 5 PM'}, {'decision': 'allow', 'subject': 'financial department employee', 'action': 'update', 'resource': 'financial document', 'purpose': 'auditing and tracking', 'condition': 'on weekdays from 9 AM to 5 PM'}, {'decision': 'allow', 'subject': 'financial department employee', 'action': 'handle', 'resource': 'financial document', 'purpose': 'auditing and tracking', 'condition': 'on weekdays from 9 AM to 5 PM'}]","financial department employee is able to view financial document for the purpose of existing entry, if on weekdays from 9 AM to 5 PM and financial department employee is allowed to update financial document for the purpose of auditing and tracking, if on weekdays from 9 AM to 5 PM and financial department employee is allowed to handle financial document for the purpose of auditing and tracking, if on weekdays from 9 AM to 5 PM",5
2843,"Pharmacists are authorized to update the patient's drug information only for the purpose of drug dispensing related activities, but they cannot modify any other personal data unless the patient has provided explicit consent.","[{'decision': 'allow', 'subject': 'pharmacist', 'action': 'update', 'resource': 'patient drug information', 'purpose': 'none', 'condition': 'none'}, {'decision': 'deny', 'subject': 'pharmacist', 'action': 'modify', 'resource': 'other personal data', 'purpose': 'none', 'condition': 'patient has provided explicit consent'}]",pharmacist is able to update patient drug information and pharmacist is prohibited to modify other personal data if patient has provided explicit consent,9
2844,The HCP can edit the patient according to data format.,"[{'decision': 'allow', 'subject': 'hcp', 'action': 'edit', 'resource': 'blood pressure', 'condition': 'none', 'purpose': 'none'}]",hcp is able to edit blood pressure,3
2845,"The representative opens the message to which he or she wishes to reply, and then clicks the reply link above the message text.","[{'decision': 'allow', 'subject': 'representative', 'action': 'click', 'resource': 'reply link', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'IT personnel', 'action': 'open', 'resource': 'message', 'condition': 'none', 'purpose': 'reply'}]",representative is allowed to click reply link and IT personnel is allowed to open message for the purpose of reply,1
2846,"Only the department heads or authorized personnel in the administration can access, modify or delete student records for the purpose of updating academic progress, provided they have obtained consent from the respective student.","[{'decision': 'allow', 'subject': 'department head', 'action': 'access', 'resource': 'student record', 'purpose': 'updating academic progress', 'condition': 'consent from the respective student'}, {'decision': 'allow', 'subject': 'department head', 'action': 'modify', 'resource': 'student record', 'purpose': 'updating academic progress', 'condition': 'consent from the respective student'}, {'decision': 'allow', 'subject': 'department head', 'action': 'delete', 'resource': 'none', 'purpose': 'updating academic progress', 'condition': 'consent from the respective student'}, {'decision': 'allow', 'subject': 'authorized personnel', 'action': 'access', 'resource': 'student record', 'purpose': 'updating academic progress', 'condition': 'consent from the respective student'}, {'decision': 'allow', 'subject': 'authorized personnel', 'action': 'modify', 'resource': 'student record', 'purpose': 'updating academic progress', 'condition': 'consent from the respective student'}, {'decision': 'allow', 'subject': 'authorized personnel', 'action': 'delete', 'resource': 'student record', 'purpose': 'updating academic progress', 'condition': 'consent from the respective student'}]","department head is allowed to access student record for the purpose of updating academic progress, if consent from the respective student and department head is shall to modify student record for the purpose of updating academic progress, if consent from the respective student and department head is authorized to delete for the purpose of updating academic progress, if consent from the respective student and authorized personnel is shall to access student record for the purpose of updating academic progress, if consent from the respective student and authorized personnel is able to modify student record for the purpose of updating academic progress, if consent from the respective student and authorized personnel is shall to delete student record for the purpose of updating academic progress, if consent from the respective student",7
2847," ""All employees must sign a confidentiality agreement before accessing sensitive information.""","[{'decision': 'allow', 'subject': 'employee', 'action': 'know', 'resource': 'confidentiality agreement', 'condition': 'before accessing sensitive information', 'purpose': 'none'}]",employee is shall to know confidentiality agreement if before accessing sensitive information,2
2848,Each administrator is usually restricted to change the hospital room number for an existing entry.,"[{'decision': 'deny', 'subject': 'administrator', 'action': 'change', 'resource': 'project', 'condition': 'none', 'purpose': 'existing entry'}]",administrator is shall not to change project for the purpose of existing entry,3
2849,The user can select an office visit from the calendar to read the visit's details.,"[{'decision': 'allow', 'subject': 'user', 'action': 'select', 'resource': 'overviews of review', 'condition': 'none', 'purpose': 'read the visits detail'}]",user is able to select overviews of review for the purpose of read the visits detail,3
2850,"Clerks can add and change the Name, the date of birth, the Address and the Postcode.","[{'decision': 'allow', 'subject': 'clerk', 'action': 'add', 'resource': 'name', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'clerk', 'action': 'change', 'resource': 'postcode', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'clerk', 'action': 'add', 'resource': 'date of birth', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'clerk', 'action': 'add', 'resource': 'none', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'clerk', 'action': 'add', 'resource': 'postcode', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'clerk', 'action': 'change', 'resource': 'date of birth', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'clerk', 'action': 'change', 'resource': 'name', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'clerk', 'action': 'change', 'resource': 'address', 'condition': 'none', 'purpose': 'none'}]",clerk is able to add name and clerk is shall to change postcode and clerk is allowed to add date of birth and clerk is authorized to add and clerk is shall to add postcode and clerk is able to change date of birth and clerk is allowed to change name and clerk is shall to change address,7
2851,"Financial advisors can view and edit client financial information in order to offer tailored advice, only during their logged-in office hours.","[{'decision': 'allow', 'subject': 'none', 'action': 'view', 'resource': 'client financial information', 'purpose': 'offer tailored advice', 'condition': 'during their logged-in office hours'}, {'decision': 'allow', 'subject': 'financial advisor', 'action': 'edit', 'resource': 'client financial information', 'purpose': 'offer tailored advice', 'condition': 'during their logged-in office hours'}]","client financial information is able to be view for the purpose of offer tailored advice, if during their logged-in office hours and financial advisor is authorized to edit client financial information for the purpose of offer tailored advice, if during their logged-in office hours",6
2852,"LHCPs, patients and representatives may reply to messages.","[{'decision': 'allow', 'subject': 'patient', 'action': 'reply', 'resource': 'message', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'bob', 'action': 'reply', 'resource': 'message', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'lhcp', 'action': 'reply', 'resource': 'message', 'condition': 'none', 'purpose': 'none'}]",patient is allowed to reply message and bob is authorized to reply message and lhcp is authorized to reply message,1
2853,"( If a surgeon or personal representative has not taken an office day satisfaction survey from an office visit date ) the patient may not take a survey for an office visit ( if the measurement has never been taken, the patient or individual health representative will not have the ability to take the survey or view no previously requested survey ).","[{'decision': 'deny', 'subject': 'patient', 'action': 'reassign', 'resource': 'survey', 'condition': 'surgeon or personal representative has not taken an office day satisfaction survey from an office visit date', 'purpose': 'office visit'}, {'decision': 'deny', 'subject': 'individual health representative', 'action': 'view', 'resource': 'previously requested survey', 'condition': 'measurement has never been taken', 'purpose': 'none'}, {'decision': 'deny', 'subject': 'patient', 'action': 'view', 'resource': 'previously requested survey', 'condition': 'measurement has never been taken', 'purpose': 'none'}, {'decision': 'deny', 'subject': 'patient', 'action': 'take', 'resource': 'survey', 'condition': 'measurement has never been taken', 'purpose': 'none'}, {'decision': 'deny', 'subject': 'individual health representative', 'action': 'take', 'resource': 'survey', 'condition': 'measurement has never been taken', 'purpose': 'none'}]","patient is prohibited to reassign survey for the purpose of office visit, if surgeon or personal representative has not taken an office day satisfaction survey from an office visit date and individual health representative is shall not to view previously requested survey if measurement has never been taken and patient is prohibited to view previously requested survey if measurement has never been taken and patient is shall not to take survey if measurement has never been taken and individual health representative is prohibited to take survey if measurement has never been taken",2
2854,"When viewing the calendar, the user selects an appointment from the list to read comment by clicking the 'Read Comments' link beside the row for the appointment, and then the comment for the appointment shall be displayed in a new page .","[{'decision': 'allow', 'subject': 'none', 'action': 'click', 'resource': 'comment', 'condition': 'none', 'purpose': 'read comment'}, {'decision': 'allow', 'subject': 'user', 'action': 'select', 'resource': 'appointment', 'condition': 'none', 'purpose': 'read comment'}]",comment is allowed to be click for the purpose of read comment and user is allowed to select appointment for the purpose of read comment,6
2855,"Only the warehouse manager is allowed to update and delete the information related to inventory stock, when the stock level changes.","[{'decision': 'allow', 'subject': 'warehouse manager', 'action': 'update', 'resource': 'inventory stock information', 'purpose': 'none', 'condition': 'none'}, {'decision': 'allow', 'subject': 'warehouse manager', 'action': 'delete', 'resource': 'inventory stock information', 'purpose': 'none', 'condition': 'stock level changes'}]",warehouse manager is allowed to update inventory stock information and warehouse manager is authorized to delete inventory stock information if stock level changes,8
2856,Professors cannot accommodate the courses they teach once the space for this current class is closed for renovation.,"[{'decision': 'deny', 'subject': 'professor', 'action': 'accommodate', 'resource': 'none', 'condition': 'once the space for this current class is closed', 'purpose': 'renovation'}]","professor is not able to accommodate for the purpose of renovation, if once the space for this current class is closed",7
2857,"When an LHCP views a list of his or her upcoming appointments, they are presented with an option to edit or remove the appointment.","[{'decision': 'allow', 'subject': 'lhcp', 'action': 'remove', 'resource': 'appointment', 'condition': 'lhcp views a list of his or her upcoming appointment', 'purpose': 'none'}]",lhcp is allowed to remove appointment if lhcp views a list of his or her upcoming appointment,10
2858,The administrator stores the CPT code and the name of the immunization.,"[{'decision': 'allow', 'subject': 'administrator', 'action': 'store', 'resource': 'cpt code', 'condition': 'none', 'purpose': 'none'}]",administrator is shall to store cpt code,10
2859,"At the beginning of each semester, students may request a course catalogue containing a list of course offerings for the semester.","[{'decision': 'deny', 'subject': 'student', 'action': 'request', 'resource': 'course catalogue', 'condition': 'none', 'purpose': 'none'}]",student is not able to request course catalogue,0
2860,"Only those personnel from the Academic records department can modify, update or delete students' academic records for the purpose of fixing errors or updating grades, as long as such personnel have received due authorization from their departmental head and it is within working hours.","[{'decision': 'allow', 'subject': 'personnel from academic records department', 'action': 'modify', 'resource': 'student academic record', 'purpose': 'none', 'condition': 'received authorization from departmental head and it is within working hours'}, {'decision': 'allow', 'subject': 'personnel from academic records department', 'action': 'update', 'resource': 'student academic record', 'purpose': 'fixing errors or updating grades', 'condition': 'received authorization from departmental head and it is within working hours'}, {'decision': 'allow', 'subject': 'personnel from academic records department', 'action': 'delete', 'resource': 'student academic record', 'purpose': 'fixing errors or updating grades', 'condition': 'received authorization from departmental head and it is within working hours'}]","personnel from academic records department is able to modify student academic record if received authorization from departmental head and it is within working hours and personnel from academic records department is shall to update student academic record for the purpose of fixing errors or updating grades, if received authorization from departmental head and it is within working hours and personnel from academic records department is shall to delete student academic record for the purpose of fixing errors or updating grades, if received authorization from departmental head and it is within working hours",9
2861,"The school's administrative staff are permitted access to student's personal records for updating and maintenance purposes, provided that it aligns with the institution's confidentiality policy.","[{'decision': 'allow', 'subject': 'administrative staff', 'action': 'access', 'resource': 'student personal records', 'purpose': 'none', 'condition': ""alignment with institution's confidentiality policy""}]",administrative staff is authorized to access student personal records if alignment with institution's confidentiality policy,9
2862,"The admin must specify a specialty for a new LHCP (general physician, heart surgeon, OB-GYN, pediatrician, surgeon) and for a new LT ( blood, tissue, or general).","[{'decision': 'allow', 'subject': 'physician', 'action': 'specify', 'resource': 'specialty for a new lhcp (general physician, heart surgeon, obgyn, pediatrician, surgeon)', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'admin', 'action': 'specify', 'resource': 'specialty for a new lt ( blood, tissue, or general)', 'condition': 'none', 'purpose': 'none'}]","physician is shall to specify specialty for a new lhcp (general physician, heart surgeon, obgyn, pediatrician, surgeon) and admin is shall to specify specialty for a new lt ( blood, tissue, or general)",1
2863,"For each semester, there is a period of time that students can change their schedule.","[{'decision': 'deny', 'subject': 'student', 'action': 'change', 'resource': 'schedule', 'condition': 'none', 'purpose': 'none'}]",student is prohibited to change schedule,0
2864,"Medical billing specialists are permitted to access and modify financial records for the purpose of updating payment information, only during regular working hours from 9 am to 5 pm.","[{'decision': 'allow', 'subject': 'medical billing specialist', 'action': 'modify', 'resource': 'financial record', 'purpose': 'updating payment information', 'condition': 'regular working hours from 9 am to 5 pm'}]","medical billing specialist is able to modify financial record for the purpose of updating payment information, if regular working hours from 9 am to 5 pm",10
2865,"The HR manager is granted access to modify employee salary data in the system, only during annual performance review period.","[{'decision': 'allow', 'subject': 'HR manager', 'action': 'modify', 'resource': 'none', 'purpose': 'none', 'condition': 'during annual performance review period'}]",HR manager is authorized to modify if during annual performance review period,7
2866,Their main form of access is to view the care plan for each resident and to add progress note entries based on their observations.,"[{'decision': 'allow', 'subject': 'they', 'action': 'add', 'resource': 'progress note entrie', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'they', 'action': 'view', 'resource': 'none', 'condition': 'none', 'purpose': 'none'}]",they is allowed to add progress note entrie and they is allowed to view,7
2867,"Financial department employees can view, update, and handle financial documents for auditing and tracking purposes on weekdays from 9 AM to 5 PM.","[{'decision': 'allow', 'subject': 'financial department employee', 'action': 'view', 'resource': 'financial document', 'purpose': 'auditing and tracking', 'condition': 'on weekdays from 9 AM to 5 PM'}, {'decision': 'allow', 'subject': 'financial department employee', 'action': 'update', 'resource': 'financial document', 'purpose': 'auditing and tracking', 'condition': 'on weekdays from 9 AM to 5 PM'}, {'decision': 'allow', 'subject': 'financial department employee', 'action': 'write', 'resource': 'financial document', 'purpose': 'auditing and tracking', 'condition': 'on weekdays from 9 AM to 5 PM'}]","financial department employee is shall to view financial document for the purpose of auditing and tracking, if on weekdays from 9 AM to 5 PM and financial department employee is authorized to update financial document for the purpose of auditing and tracking, if on weekdays from 9 AM to 5 PM and financial department employee is shall to write financial document for the purpose of auditing and tracking, if on weekdays from 9 AM to 5 PM",2
2868,Accounting staff can access company financial records for monthly reporting purposes during regular business hours only.,"[{'decision': 'allow', 'subject': 'accounting staff', 'action': 'access', 'resource': 'company financial records', 'purpose': 'none', 'condition': 'during regular business hours only'}]",accounting staff is authorized to access company financial records if during regular business hours only,9
2869,"If a patient or personal health representative has not taken an office visit data survey for an office visit yet, the patient may additionally not take the survey for an office visit.","[{'decision': 'deny', 'subject': 'patient', 'action': 'take', 'resource': 'survey', 'condition': 'none', 'purpose': 'office visit'}]",patient is unauthorized to take survey for the purpose of office visit,8
2870,"The accountant can access financial records for audit purposes, but only when they are in the office premises during regular business hours.","[{'decision': 'allow', 'subject': 'accountant', 'action': 'access', 'resource': 'financial records', 'purpose': 'audit', 'condition': 'they are in the office premises during regular business hours'}]","accountant is able to access financial records for the purpose of audit, if they are in the office premises during regular business hours",11
2871,"The representative enters the text of the response message (up to 1000 characters), then clicks the send button.","[{'decision': 'allow', 'subject': 'representative', 'action': 'click', 'resource': 'send button', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'representative', 'action': 'enter', 'resource': 'fact', 'condition': 'none', 'purpose': 'none'}]",representative is able to click send button and representative is able to enter fact,3
2872,"HR managers are permitted to access, modify and delete personal employee information in the HR system for the purpose of maintaining accurate employee records, provided the employee in question has given their consent.","[{'decision': 'allow', 'subject': 'HR manager', 'action': 'access', 'resource': 'personal employee information', 'purpose': 'maintaining accurate employee records', 'condition': 'none'}, {'decision': 'allow', 'subject': 'HR manager', 'action': 'modify', 'resource': 'personal employee information', 'purpose': 'maintaining accurate employee records', 'condition': 'employee has given consent'}, {'decision': 'allow', 'subject': 'HR manager', 'action': 'delete', 'resource': 'personal employee information', 'purpose': 'maintaining accurate employee records', 'condition': 'employee has given consent'}]","HR manager is authorized to access personal employee information for the purpose of maintaining accurate employee records and HR manager is able to modify personal employee information for the purpose of maintaining accurate employee records, if employee has given consent and HR manager is allowed to delete personal employee information for the purpose of maintaining accurate employee records, if employee has given consent",8
2873,"The admin must specify a specialty for a new LHCP (general physician, heart surgeon, OB-GYN, pediatrician, surgeon) and for a new LT ( blood, tissue, or general).","[{'decision': 'allow', 'subject': 'admin', 'action': 'available', 'resource': 'specialty for a new lhcp (general physician, heart surgeon, obgyn, pediatrician, surgeon)', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'admin', 'action': 'specify', 'resource': 'specialty for a new lt ( blood, tissue, or general)', 'condition': 'none', 'purpose': 'none'}]","admin is allowed to available specialty for a new lhcp (general physician, heart surgeon, obgyn, pediatrician, surgeon) and admin is allowed to specify specialty for a new lt ( blood, tissue, or general)",2
2874,"Banking employees in the loan processing department are authorized to access and modify the loan application data, only when it is for verification or loan approval process during the office working hours.","[{'decision': 'allow', 'subject': 'HR department member', 'action': 'access', 'resource': 'loan application data', 'purpose': 'verification', 'condition': 'during office working hours'}, {'decision': 'allow', 'subject': 'banking employee', 'action': 'modify', 'resource': 'loan application data', 'purpose': 'verification', 'condition': 'during office working hours'}, {'decision': 'allow', 'subject': 'banking employee', 'action': 'access', 'resource': 'loan application data', 'purpose': 'loan approval process', 'condition': 'during office working hours'}, {'decision': 'allow', 'subject': 'banking employee', 'action': 'modify', 'resource': 'loan application data', 'purpose': 'loan approval process', 'condition': 'during office working hours'}]","HR department member is allowed to access loan application data for the purpose of verification, if during office working hours and banking employee is shall to modify loan application data for the purpose of verification, if during office working hours and banking employee is allowed to access loan application data for the purpose of loan approval process, if during office working hours and banking employee is shall to modify loan application data for the purpose of loan approval process, if during office working hours",1
2875,Researchers can access and analyze patient clinical trial data for the purpose of advancing scientific knowledge only if they have obtained prior approval from the Ethics Board.,"[{'decision': 'allow', 'subject': 'researcher', 'action': 'access', 'resource': 'patient clinical trial data', 'purpose': 'advancing scientific knowledge', 'condition': 'obtained prior approval from the ethics board'}]","researcher is allowed to access patient clinical trial data for the purpose of advancing scientific knowledge, if obtained prior approval from the ethics board",10
2876,"Only the warehouse manager is allowed to update and delete the information related to inventory stock, when the stock level changes.","[{'decision': 'allow', 'subject': 'warehouse manager', 'action': 'update', 'resource': 'none', 'purpose': 'none', 'condition': 'stock level changes'}, {'decision': 'allow', 'subject': 'warehouse manager', 'action': 'delete', 'resource': 'inventory stock information', 'purpose': 'none', 'condition': 'stock level changes'}]",warehouse manager is authorized to update if stock level changes and warehouse manager is shall to delete inventory stock information if stock level changes,7
2877,HCP could specify the center of each password except the security question for password according to data format 6. 1.,"[{'decision': 'allow', 'subject': 'hcp', 'action': 'specify', 'resource': 'crop yield and soil quality report', 'condition': 'none', 'purpose': 'none'}, {'decision': 'deny', 'subject': 'hcp', 'action': 'specify', 'resource': 'security question for password', 'condition': 'none', 'purpose': 'none'}]",hcp is able to specify crop yield and soil quality report and hcp is prohibited to specify security question for password,3
2878,"Only designated field supervisors are authorized to access and modify proprietary crop yield reports, provided such action is necessary for seasonal review procedures and does not occur outside of designated office-hours.","[{'decision': 'allow', 'subject': 'designated field supervisor', 'action': 'access', 'resource': 'proprietary crop yield report', 'purpose': 'seasonal review procedures', 'condition': 'does not occur outside of designated office-hours'}, {'decision': 'allow', 'subject': 'designated field supervisor', 'action': 'modify', 'resource': 'proprietary crop yield report', 'purpose': 'seasonal review procedures', 'condition': 'does not occur outside of designated office-hours'}]","designated field supervisor is shall to access proprietary crop yield report for the purpose of seasonal review procedures, if does not occur outside of designated office-hours and designated field supervisor is allowed to modify proprietary crop yield report for the purpose of seasonal review procedures, if does not occur outside of designated office-hours",11
2879,System presents a listing of all prescription drugs for which he has been prescribed and has taken in the last 12 months.,"[{'decision': 'deny', 'subject': 'system', 'action': 'present', 'resource': 'listing of all prescription drug', 'condition': 'none', 'purpose': 'none'}]",system is unauthorized to present listing of all prescription drug,0
2880,"After a patient or a mental health representative has not completed a satisfaction survey with a visit to the doctor, their client may not use the survey for a visit to the doctor.","[{'decision': 'deny', 'subject': 'client', 'action': 'use', 'resource': 'survey', 'condition': 'none', 'purpose': 'visit to the doctor'}]",client is shall not to use survey for the purpose of visit to the doctor,8
2881,"Agricultural experts are authorized to update and modify the fertilizer compounds data only for research purposes, subject to final approval from their respective department heads.","[{'decision': 'allow', 'subject': 'agricultural expert', 'action': 'update', 'resource': 'fertilizer compounds data', 'purpose': 'research', 'condition': 'approval from respective department heads'}, {'decision': 'allow', 'subject': 'agricultural expert', 'action': 'modify', 'resource': 'fertilizer compounds data', 'purpose': 'none', 'condition': 'approval from respective department heads'}]","agricultural expert is authorized to update fertilizer compounds data for the purpose of research, if approval from respective department heads and agricultural expert is authorized to modify fertilizer compounds data if approval from respective department heads",9
2882,A patient or personal representative may view medical records including family history.,"[{'decision': 'allow', 'subject': 'personal representative', 'action': 'view', 'resource': 'medical record', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'personal representative', 'action': 'view', 'resource': 'family history', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'patient', 'action': 'view', 'resource': 'medical record', 'condition': 'none', 'purpose': 'none'}, {'decision': 'allow', 'subject': 'patient', 'action': 'view', 'resource': 'family history', 'condition': 'none', 'purpose': 'diagnostic efforts'}]",personal representative is authorized to view medical record and personal representative is allowed to view family history and patient is allowed to view medical record and patient is authorized to view family history for the purpose of diagnostic efforts,5
