,input,acp,output
458,"Rotavirus (90681) three doses: at age 6 weeks, at age 4 months, at age 6 months; catch up schedule: at least 4 weeks between dose 1 and dose 2 and at least 4 weeks between dose 2 and dose 3.",0,{decision: allow; subject: none; action: none; resource: none; condition: none; purpose: none}
459,The medication is checked against the patient's current and future prescriptions.,1,{decision: allow; subject: none; action: check; resource: medication; purpose: none; condition: none}
460,"For the diagnostic information which a patient can restrict viewing, he or she can choose to enable designated licensed health care professionals, possibly and possibly other licensed health care professionals, possibly and possibly no one.",1,{decision: deny; subject: patient; action: view; resource: diagnostic information; purpose: none; condition: none | decision: allow; subject: patient; action: enable; resource: designated licensed health care professionals; purpose: none; condition: none | decision: allow; subject: patient; action: enable; resource: licensed health care professionals; purpose: none; condition: none}
461,The user can select a laboratory procedure from the calendar to read the laboratory procedure's details .,1,{decision: allow; subject: user; action: select; resource: laboratory procedure; purpose: read the laboratory procedures details; condition: none}
462,"A patient chooses to view their patient specific instructions by selecting a link named ""Patient Specific Instructions"" under the View heading in the left hand menu .",1,{decision: allow; subject: patient; action: view; resource: instruction; purpose: none; condition: none | decision: allow; subject: patient; action: select; resource: link; purpose: none; condition: none}
463,"A user (a patient, patient representative, or LHCP) views the number of unread messages from his or her message inbox.",1,{decision: allow; subject: patient; action: view; resource: message; purpose: none; condition: none | decision: allow; subject: lhcp; action: view; resource: message; purpose: none; condition: none | decision: allow; subject: patient representative; action: view; resource: message; purpose: none; condition: none}
464,Public Health Agent: A person legally authorized view and respond to reports of adverse events.,0,{decision: allow; subject: public health agent; action: view; resource: reports of adverse events; purpose: none; condition: none | decision: allow; subject: public health agent; action: respond; resource: reports of adverse events; purpose: none; condition: none}
465,The HCP is notified if any of the fields contain characters that are not in the above list.,1,{decision: allow; subject: none; action: notify; resource: hcp; condition: if any of the fields contain characters that are not in the above list; purpose: none}
466,"Once the date range is selected, the LHCP can see the patient name; patient phone number; personal representative (name and phone number), if applicable; and the blood pressure, glucose levels, height, weight, and pedometer readings as well as whom reported the data (patient, UAP name, personal representative name) for that date range.",1,{decision: allow; subject: lhcp; action: see; resource: height; purpose: none; condition: once the date range is selected | decision: allow; subject: lhcp; action: see; resource: weight; purpose: none; condition: once the date range is selected | decision: allow; subject: lhcp; action: see; resource: patient name; purpose: none; condition: once the date range is selected | decision: allow; subject: lhcp; action: see; resource: phone number; purpose: none; condition: once the date range is selected | decision: allow; subject: lhcp; action: see; resource: personal representative; purpose: none; condition: once the date range is selected | decision: allow; subject: lhcp; action: see; resource: blood pressure; purpose: none; condition: once the date range is selected | decision: allow; subject: lhcp; action: see; resource: glucose level; purpose: none; condition: once the date range is selected | decision: allow; subject: lhcp; action: see; resource: pedometer reading; purpose: none; condition: once the date range is selected | decision: allow; subject: lhcp; action: see; resource: person; purpose: none; condition: once the date range is selected}
467,A user enters their MID and their password to gain role-based entry into the iTrust Medical Records system  or requests that their password be changed .,1,{decision: allow; subject: user; action: enter; resource: mid; purpose: gain role-based entry into the itrust medical records system; condition: none | decision: allow; subject: user; action: enter; resource: password; purpose: gain role-based entry into the itrust medical records system; condition: none | decision: allow; subject: user; action: request; resource: password; purpose: change; condition: none}
468,The implementation must use the Strategy pattern for epidemic detection and cause-of-death trends and the Singleton pattern for database connections.,0,{decision: allow; subject: implementation; action: use; resource: strategy pattern; condition: none; purpose: none}
469,"If there are no expired prescriptions, an empty expired prescription list is presented.",0,{decision: allow; subject: none; action: present; resource: empty expired prescription list; condition: if there are no expired prescriptions; purpose: none}
470,The user may try three times.,1,{decision: allow; subject: user; action: try; resource: three times; condition: none; purpose: none}
471,"By default, the messages in the message inbox or outbox should be ordered by timestamp, the most recent first.",1,{decision: allow; subject: none; action: order; resource: message; purpose: none; condition: by default}
472,The iTrust user (admin) has been authenticated in the iTrust Medical Records system (UC3).,1,{decision: allow; subject: none; action: authenticate; resource: admin; condition: none; purpose: none}
473,A patient whose at least one physiologic data type is specified to be under monitoring chooses to report their physiologic data.,1,{decision: allow; subject: patient; action: report; resource: physiologic data; purpose: none; condition: none}
474,"A user (a patient) chooses to display his or her appointments in the current month together with his or her office visit dates, prescription dates, and lab procedure dates of the current month on a calendar for the current month.",1,{decision: allow; subject: patient; action: display; resource: appointment; purpose: none; condition: none | decision: allow; subject: patient; action: display; resource: office visit date; purpose: none; condition: none | decision: allow; subject: patient; action: display; resource: prescription date; purpose: none; condition: none | decision: allow; subject: patient; action: display; resource: lab procedure date; purpose: none; condition: none | decision: allow; subject: user; action: display; resource: appointment; purpose: none; condition: none | decision: allow; subject: user; action: display; resource: office visit date; purpose: none; condition: none | decision: allow; subject: user; action: display; resource: prescription date; purpose: none; condition: none | decision: allow; subject: user; action: display; resource: lab procedure date; purpose: none; condition: none}
475,A LHCP creates an  UAP.,1,{decision: allow; subject: lhcp; action: create; resource: uap; purpose: none; condition: none}
476,All fields are populated with the previously enter input so that the HCP can edit their entry.,0,{decision: allow; subject: none; action: populate; resource: previously entered fields; condition: none; purpose: so that the hcp can edit their entry}
477,The data in the database is analyzed according to the risk factors for the disease to determine if the patient exhibits one or more risk factors.,1,{decision: allow; subject: none; action: analyze; resource: data; purpose: determine if the patient exhibits one or more risk factors; condition: none}
478,A patient selects to reports an event related to a prescription drug  or immunization  reaction.,1,{decision: allow; subject: patient; action: report; resource: event related to a prescription drug; purpose: none; condition: none | decision: allow; subject: patient; action: report; resource: event related to a immunization reaction; purpose: none; condition: none}
479,"The patient chooses ""My Expired Prescription Reports"" and is presented with a list of the patient's expired prescriptions , sorted by start date (the later date is ranked earlier closer to the top).",1,{decision: allow; subject: patient; action: choose; resource: my expired prescription reports; purpose: none; condition: none}
480,The HCP is notified that required fields contain no input.,1,{decision: allow; subject: none; action: notify; resource: hcp; condition: none; purpose: none}
481,All events are logged (UC5) and the HCP remains on the office visit page to verify their changes (UC11).,0,{decision: allow; subject: none; action: log; resource: events; condition: none; purpose: none | decision: allow; subject: none; action: verify; resource: changes; condition: none; purpose: none}
482,"When a person logs into iTrust, if he or she is a personal representative, they view their own records or those of the person or people they are representing.",1,{decision: allow; subject: person; action: view; resource: record; purpose: none; condition: person is a personal representative | decision: allow; subject: person; action: view; resource: records of the person or people representing; purpose: none; condition: person is a personal representative}
483,Software Tester: An information technology worker who tests the iTrust Medical Records system.,0,{decision: allow; subject: information technology worker; action: test; resource: itrust medical records system; condition: none; purpose: none}
484,"The iTrust user (LHCP, UAP, or patient) has been authenticated in the iTrust Medical Records system (UC3).",1,{decision: allow; subject: none; action: authenticate; resource: uap; condition: none; purpose: none | decision: allow; subject: none; action: authenticate; resource: lhcp; condition: none; purpose: none | decision: allow; subject: none; action: authenticate; resource: patient; condition: none; purpose: none}
485,"* asthma (is diagnosed with ICD code beginning with 493), or.",0,{decision: allow; subject: none; action: diagnose; resource: icd code beginning with 493; condition: none; purpose: none | decision: allow; subject: none; action: diagnose; resource: asthma; condition: none; purpose: none}
486,The iTrust user (patient or PHA) has been authenticated in the iTrust Medical Records system (UC3).,1,{decision: allow; subject: none; action: authenticate; resource: patient; condition: none; purpose: none | decision: allow; subject: none; action: authenticate; resource: pha; condition: none; purpose: none}
487,Hepatitis A (90633) two doses: at age 12 months; at age 18 months: catch up schedule: at least 6 months between dose 1 and dose 2.,0,{decision: allow; subject: hcp; action: two doses; resource: hepatitis a (90633); condition: none; purpose: none}
488,"Currently, access to a patient's history regarding previous medical problems, previous surgery, medications, allergies and other factors is often difficult or obtainable only from a patient's recollection.",0,{decision: allow; subject: none; action: none; resource: none; condition: none; purpose: none}
489,"The user selects a message from the message inbox or outbox to read by clicking the ""Read"" link beside the row for the message, and then the message subject, the name of the sender, the name of the the recipient, timestamp, and the message text shall be displayed in a new page.",1,{decision: allow; subject: user; action: select; resource: message; purpose: read; condition: none | decision: allow; subject: user; action: click; resource: read link; purpose: none; condition: none}
490,"Once entered, the enterer or editor is presented a screen of the input to approve .",1,{decision: allow; subject: enterer; action: approve; resource: input; condition: none; purpose: none | decision: allow; subject: editor; action: approve; resource: input; condition: none; purpose: none}
491,"Hepatitis B (90371) three doses: at birth, at age 1 month, at age 6 months; catch up schedule: at least 4 weeks between dose 1 and dose 2 and at least 8 weeks between dose 2 and dose 3.",0,{decision: allow; subject: none; action: none; resource: none; condition: none; purpose: none}
492,"When the date of an appointment request has passed, it is no longer displayed.",0,{decision: allow; subject: none; action: display; resource: date of an appointment request; condition: the date of an appointment request has passed; purpose: none}
493,"The user can choose a malaria diagnosis  and type in the desired zip code  and a week (which may be selected by start and end date, start date only, calendar control, dropdown, or any other suitable means) within the last year .",1,{decision: allow; subject: user; action: choose; resource: malaria diagnosis; purpose: none; condition: none | decision: allow; subject: user; action: type; resource: zip code; purpose: none; condition: none | decision: allow; subject: user; action: type; resource: week; purpose: none; condition: none}
494,"He or she can report his or her daily height (in the format of digits XXXX with the units of ""feet""), daily weight (in the format of digits X with units of ""lbs""), possibly and possibly pedometer readings (in the format of up to 10 digits of integer with units of ""footsteps"") .",1,{decision: allow; subject: he; action: report; resource: height; purpose: none; condition: none | decision: allow; subject: he; action: report; resource: weight; purpose: none; condition: none | decision: allow; subject: he; action: report; resource: pedometer reading; purpose: none; condition: none | decision: allow; subject: she; action: report; resource: height; purpose: none; condition: none | decision: allow; subject: she; action: report; resource: weight; purpose: none; condition: none | decision: allow; subject: she; action: report; resource: pedometer reading; purpose: none; condition: none}
495,Only the applicable input entries (those whose corresponding data types of the patient are specified to be under monitoring) are displayed to the patient.,1,{decision: allow; subject: none; action: display; resource: input entry; purpose: none; condition: none}
496,"Now, as more hospitals and doctor's offices are automated, this information is available electronically.",0,{decision: allow; subject: none; action: none; resource: none; condition: none; purpose: none}
497,"The date for the appointment is in the past, an error message is displayed and the appointment is not edited.",0,{decision: allow; subject: none; action: display; resource: date for the appointment; condition: none; purpose: none}
498,A fake email is sent to the LHCP alerting the LHCP that a new message reply has arrived.,1,{decision: allow; subject: none; action: send; resource: fake email; purpose: alerting the LHCP that a new message reply has arrived; condition: none}
499,"A patient wants to renew the patient's expired prescriptions (i.e., prescriptions' end dates are earlier than the current date) and therefore wants to find the LHCPs who earlier wrote the patient's expired prescriptions (it is assumed that the doctors who wrote prescriptions are all LHCPs so no LHCP checks on the prescription-writing doctors are needed).",1,{decision: allow; subject: patient; action: renew; resource: prescription; purpose: none; condition: none | decision: allow; subject: patient; action: find; resource: lhcp; purpose: none; condition: lhcp wrote the patients expired prescriptions}
500,The patient is then able to write a textual description which describes the symptoms of the adverse event and to save the information.,1,{decision: allow; subject: patient; action: write; resource: textual description; purpose: none; condition: none | decision: allow; subject: patient; action: save; resource: information; purpose: none; condition: none}
501,This project involves the development of an application through which doctors can obtain and share essential patient information and can view aggregate patient data.,1,{decision: allow; subject: doctor; action: obtain; resource: patient information; purpose: none; condition: none | decision: allow; subject: doctor; action: share; resource: patient information; purpose: none; condition: none | decision: allow; subject: doctor; action: view; resource: patient data; purpose: none; condition: none}
502,The expired prescription report list is titled with the patient name.,0,{decision: allow; subject: none; action: title; resource: expired prescription report; purpose: none; condition: none}
503,The patient chooses one or more drug(s) for which to report the adverse event.,1,{decision: allow; subject: patient; action: choose; resource: drug; purpose: report the adverse event; condition: none}
504,A Lab Technician can view his or her assigned lab procedures.,1,{decision: allow; subject: lab technician; action: view; resource: lab procedure; purpose: none; condition: none}
505,The HCP enters a comment for a lab procedure with status as pending.,1,{decision: allow; subject: hcp; action: enter; resource: comment; purpose: none; condition: none}
506,A public health agent (PHA) selects a specific time period for which he or she would like to see a detailed listing of all adverse events related to prescription drugs  or immunizations  or to see trends in adverse events relate to prescription drugs  or immunizations .,1,{decision: allow; subject: public health agent; action: select; resource: time period; purpose: none; condition: none}
508,"Each appointment request is listed as being pending, approved, or rejected.",1,{decision: allow; subject: none; action: list; resource: appointment request; purpose: none; condition: none}
509,"Through the Personal Health Records page, an LHCP chooses a chronic disease and a patient.",1,{decision: allow; subject: lhcp; action: choose; resource: chronic disease; purpose: none; condition: none | decision: allow; subject: lhcp; action: choose; resource: patient; purpose: none; condition: none}
510,A patient can request to schedule an appointment with an LHCP .,1,{decision: allow; subject: patient; action: request; resource: schedule; purpose: schedule an appointment with an lhcp; condition: none}
511,An LHCP chooses to send a message to a patient or representative (no multiple recipients allowed in a single message).,1,{decision: allow; subject: lhcp; action: send; resource: message; purpose: none; condition: none}
512,"A patient may have up to 10 physiologic data points in any one day, reported by him or herself, a UAP, or a personal representative .",1,{decision: allow; subject: patient; action: report; resource: physiologic data point; purpose: none; condition: none | decision: allow; subject: uap; action: report; resource: physiologic data point; purpose: none; condition: none | decision: allow; subject: personal representative; action: report; resource: physiologic data point; purpose: none; condition: none}
513,The comment is empty and the text 'No Comment' (without link) is displayed instead of the 'Read Comment' link.,0,"{decision: allow; subject: none; action: display; resource: comment; condition: ""instead of the  read comment  link""; purpose: none}"
514,"A deactivated patient can not modified or log into the system, and can only be reactivated by the administrator.",1,{decision: deny; subject: none; action: modify; resource: deactivated patient; purpose: none; condition: none | decision: deny; subject: deactivated patient; action: log; resource: system; purpose: none; condition: none | decision: allow; subject: administrator; action: reactivate; resource: deactivated patient; purpose: none; condition: none}
515,"A patient may have at most one height data point, one weight data point, and one pedometer data point in any one day, reported by him or herself, a UAP, or a personal representative .",1,{decision: allow; subject: patient; action: report; resource: height; purpose: none; condition: none | decision: allow; subject: uap; action: report; resource: height; purpose: none; condition: none | decision: allow; subject: personal representative; action: report; resource: height; purpose: none; condition: none | decision: allow; subject: patient; action: report; resource: weight; purpose: none; condition: none | decision: allow; subject: uap; action: report; resource: weight; purpose: none; condition: none | decision: allow; subject: personal representative; action: report; resource: weight; purpose: none; condition: none | decision: allow; subject: patient; action: report; resource: pedometer data; purpose: none; condition: none | decision: allow; subject: uap; action: report; resource: pedometer data; purpose: none; condition: none | decision: allow; subject: personal representative; action: report; resource: pedometer data; purpose: none; condition: none}
516,The iTrust Admin has authenticated himself or herself in the iTrust Medical Records system (UC3).,0,{decision: allow; subject: itrust admin; action: authenticate; resource: himself; condition: none; purpose: none}
517,"The system shall enable multiple simultaneous users, each with his or her own exclusive authentication.",1,{decision: allow; subject: system; action: enable; resource: user; condition: none; purpose: none}
518,The HCP uploads a comma-seperated value file containing one patient per row.,1,{decision: allow; subject: hcp; action: update; resource: value file; purpose: none; condition: none}
519,An LHCP wishes to reply to a message.,1,{decision: allow; subject: lhcp; action: reply; resource: message; purpose: none; condition: none}
520,The administrator may choose to upload a file containing LOINC code information .,1,{decision: allow; subject: administrator; action: upload; resource: file; purpose: none; condition: none}
521,The implementation shall run on the Windows platform in the Eclipse 3.3 environment.,0,{decision: allow; subject: implementation; action: run; resource: windows platform in the eclipse 3.3 environment; condition: none; purpose: none}
522,"Note: pages retrieved on January 10th, 2013.",0,{decision: allow; subject: none; action: retrieve; resource: pages; condition: none; purpose: none}
523,"The sending HCP then chooses a priority from 1-3 (1 is most important, 3 is least important) for the referral.",1,{decision: allow; subject: hcp; action: choose; resource: priority; purpose: none; condition: none}
524,An HCP can reassign a previously created lab procedure .,1,{decision: allow; subject: hcp; action: reassign; resource: lab procedure; purpose: none; condition: none}
525,"The LHCP opens the message to which he or she wishes to reply , and then clicks the reply link above the message text.",1,{decision: allow; subject: lhcp; action: open; resource: message; purpose: reply; condition: none | decision: allow; subject: lhcp; action: click; resource: reply link; purpose: none; condition: none}
526,"ICD-9CM: The International Statistical Classification of Diseases and Related Health Problems (most commonly known by the abbreviation ICD) provides codes to classify diseases and a wide variety of signs, symptoms, abnormal findings, complaints, social circumstances and external causes of injury or disease.",0,{decision: allow; subject: none; action: provide; resource: codes; condition: none; purpose: none}
527,Personal Representative: A person legally authorized to make health care decisions on an individual's behalf or to act for a deceased individual.,0,{decision: allow; subject: personal representative; action: act; resource: act; condition: none; purpose: none | decision: allow; subject: personal representative; action: make; resource: health care decisions; condition: none; purpose: none}
528,"The system shall enable the administrator to add a new entry for a reason , or modify the reason name in an existing entry .",1,{decision: allow; subject: administrator; action: add; resource: entry; purpose: none; condition: none | decision: allow; subject: administrator; action: modify; resource: reason name; purpose: none; condition: none}
529,"The patient or representative chooses one of these DLHCP and types the subject (up to 100 characters) and text of a message (up to 1000 characters), and clicks the send button.",1,{decision: allow; subject: patient; action: choose; resource: dlhcp; purpose: none; condition: none | decision: allow; subject: representative; action: choose; resource: dlhcp; purpose: none; condition: none | decision: allow; subject: representative; action: type; resource: subject; purpose: none; condition: none | decision: allow; subject: representative; action: type; resource: text of a message; purpose: none; condition: none | decision: allow; subject: representative; action: click; resource: send button; purpose: none; condition: none | decision: allow; subject: patient; action: type; resource: subject; purpose: none; condition: none | decision: allow; subject: patient; action: type; resource: text of a message; purpose: none; condition: none | decision: allow; subject: patient; action: click; resource: send button; purpose: none; condition: none}
530,Security and privacy of such a system is of paramount importance.,0,{decision: allow; subject: none; action: none; resource: none; condition: none; purpose: none}
531,A patient has just been diagnosed with a condition and wants to find the LHCPs in the area who have handled that condition.,1,{decision: allow; subject: patient; action: find; resource: lhcp; purpose: none; condition: none}
532,The patient can select a diagnosis and will be presented with the LHCPs in the patient's living area (based upon the first three numbers of their zip code) who have handled this diagnosis in the last three years.,1,{decision: allow; subject: patient; action: select; resource: diagnosis; purpose: none; condition: none}
533,A fake email is sent to the LHCP alerting the user that a new message has arrived.,1,{decision: allow; subject: none; action: send; resource: fake email; purpose: alerting the user that a new message has arrived; condition: none}
534,Note that the administrator is not allowed through the system interface to delete an existing entry or modify the reason ID number in an existing entry.,1,{decision: deny; subject: administrator; action: delete; resource: entry; purpose: none; condition: none | decision: deny; subject: administrator; action: modify; resource: reason id number; purpose: none; condition: none}
535,"The HCP may send the referral, cancel the referral , or edit the referral .",1,{decision: allow; subject: hcp; action: send; resource: referral; purpose: none; condition: none | decision: allow; subject: hcp; action: cancel; resource: referral; purpose: none; condition: none | decision: allow; subject: hcp; action: edit; resource: referral; purpose: none; condition: none}
536,The HCP has authenticated himself or herself in the iTrust Medical Records system(UC3).,1,{decision: allow; subject: hcp; action: authenticate; resource: hcp; condition: none; purpose: none}
537,"The data in the database is analyzed according to the influenza epidemic heuristic to determine if an epidemic is occurring in the region defined by the zip code that match the first three numbers in the provided zip code (e.g. if zip code 27695 is provided, all data with zip code 276xx is analyzed, where each x is any digit from 0-9).",1,{decision: allow; subject: none; action: analyze; resource: data; purpose: determine if an epidemic is occurring in the region defined by the zip code that match the first three numbers in the provided zip code; condition: none}
538,"The patient types a last name or partial last name, possibly and possibly providing the specialty.",1,{decision: allow; subject: patient; action: type; resource: last name; purpose: none; condition: none | decision: allow; subject: patient; action: type; resource: partial last name; purpose: none; condition: none | decision: allow; subject: patient; action: type; resource: specialty; purpose: none; condition: none}
539,The LHCP has authenticated himself or herself in the iTrust Medical Records system (UC3).,1,{decision: allow; subject: lhcp; action: authenticate; resource: lhcp; condition: none; purpose: none}
540,"The Lab Technician sees a list of all lab procedures assigned to him or her that have a status of received, followed by a list of lab procedures that remain in transit.",1,{decision: allow; subject: lab technician; action: see; resource: list of all lab procedures; purpose: none; condition: none | decision: allow; subject: lab technician; action: see; resource: list of lab procedures that remain in transit; purpose: none; condition: none}
541,The HCP types a invalid zip code (zip codes are five digits) and is prompted to try again.,1,{decision: allow; subject: hcp; action: type; resource: invalid zip code; condition: none; purpose: none}
542,"Haemophilus influenzae (90645) three doses: at 6 weeks, at age 4 months, at age 12 months; catch up schedule: at least 4 weeks between dose 1 and dose 2 and at least 4 weeks between dose 2 and dose 3 if first dose is administered at younger than 12 months; if first dose is administered between 12 and 14 months, at least 8 weeks between dose 1 and dose 2 and dose three is canceled; if first dose is administered at or after 15 months, only one dose is required.",0,{decision: allow; subject: none; action: none; resource: none; condition: none; purpose: none}
543,"On the associated office visit page, the patient can see the current status of the lab procedure, the HCP name, and the timestamp.",1,{decision: allow; subject: patient; action: see; resource: timestamp; purpose: none; condition: none | decision: allow; subject: patient; action: see; resource: status of the lab procedure; purpose: none; condition: none | decision: allow; subject: patient; action: see; resource: hcp name; purpose: none; condition: none}
544,The form validation of the system shall show the errors of all the fields in a form at the same time.,1,{decision: allow; subject: system; action: show; resource: errors; condition: none; purpose: none}
545,"The fields for this use case accept the following information: letters (upper and lower case), numbers, blankspace and carriage return.",0,{decision: allow; subject: none; action: accept; resource: fields for this use case; condition: none; purpose: none}
546,"When the HCP selects the ""Other"" reason, the HCP shall enter free-style text to provide the details for ""Other"" reasons.",1,"{decision: allow; subject: hcp; action: enter; resource: text; purpose: provide the details for ""other"" reasons; condition: when the HCP selects the other reason}"
547,"Then, this person's electronic records are accessible via the iTrust Medical Records system.",1,{decision: allow; subject: none; action: access; resource: electronic record; condition: none; purpose: none}
548,The HCP may also add a patient referral (UC33).,1,{decision: allow; subject: hcp; action: add; resource: referral; purpose: none; condition: none}
549,"Login failures, valid authentication, and log outs are also logged .",0,{decision: allow; subject: none; action: log; resource: log outs; condition: none; purpose: none | decision: allow; subject: none; action: log; resource: valid authentication; condition: none; purpose: none | decision: allow; subject: none; action: log; resource: login failures; condition: none; purpose: none}
550,"The patient or representative opens the message to which he or she wishes to reply , and then clicks the reply link above the message text.",1,{decision: allow; subject: patient; action: open; resource: message; purpose: reply; condition: none | decision: allow; subject: representative; action: open; resource: message; purpose: reply; condition: none | decision: allow; subject: patient; action: click; resource: reply link; purpose: none; condition: none | decision: allow; subject: representative; action: click; resource: reply link; purpose: none; condition: none}
551,An LHCP can view a list of their upcoming appointment requests .,1,{decision: allow; subject: lhcp; action: view; resource: list of their upcoming appointment requests; purpose: none; condition: none}
552,"The LHCP chooses to view a report of all patients of a single or either gender, in a specified age range , with none, one, or more diagnoses.",1,{decision: allow; subject: lhcp; action: view; resource: report; purpose: none; condition: none}
553,The LHCP clicks an appointment to view more details.,1,{decision: allow; subject: lhcp; action: click; resource: appointment; purpose: view more details; condition: none}
554,The LHCP clicks this number to view the physiologic data monitoring details of his or her patients for the current date.,1,{decision: allow; subject: lhcp; action: click; resource: number; purpose: view the physiologic data monitoring details; condition: none}
555,The user is presented with a list of his or her messages in the message inbox.,0,{decision: allow; subject: none; action: present; resource: list of his or her messages in the message inbox; purpose: none; condition: none}
556,An HCP can create a lab procedure for a given office visit .,1,{decision: allow; subject: hcp; action: create; resource: lab procedure; purpose: none; condition: none}
557,"The LHCP chooses to examine a patient for which the preconditions do not apply (e.g., an adult shouldn't be tested for child diabetes) and the LHCP is prompted that no analysis can occur.",1,{decision: allow; subject: lhcp; action: examine; resource: patient; purpose: none; condition: none}
558,HCP must enter the MID of a patient and then enter or edit demographic information with the exception of the patient's security question or password according to data format 6.1.,1,{decision: allow; subject: hcp; action: enter; resource: mid; purpose: none; condition: none | decision: allow; subject: hcp; action: enter; resource: demographic information; purpose: none; condition: none | decision: allow; subject: hcp; action: edit; resource: demographic information; purpose: none; condition: none | decision: deny; subject: hcp; action: enter; resource: security question; purpose: none; condition: none | decision: deny; subject: hcp; action: edit; resource: security question; purpose: none; condition: none | decision: deny; subject: hcp; action: enter; resource: password; purpose: none; condition: none | decision: deny; subject: hcp; action: edit; resource: password; purpose: none; condition: none}
559,3.2.4 UC4 Enter or edit Demographics Use Case.,0,{decision: allow; subject: none; action: enter; resource: demographic data; condition: none; purpose: none | decision: allow; subject: none; action: edit; resource: demographic data; condition: none; purpose: none}
560,"He or she can report the height, weight, possibly and possibly pedometer readings  for the patient.",1,{decision: allow; subject: he; action: report; resource: height; purpose: none; condition: none | decision: allow; subject: he; action: report; resource: weight; purpose: none; condition: none | decision: allow; subject: he; action: report; resource: pedometer reading; purpose: none; condition: none | decision: allow; subject: she; action: report; resource: height; purpose: none; condition: none | decision: allow; subject: she; action: report; resource: weight; purpose: none; condition: none | decision: allow; subject: she; action: report; resource: pedometer readings; purpose: none; condition: none}
561,The answers to the survey are stored.,0,{decision: allow; subject: none; action: store; resource: answers to the survey; purpose: none; condition: none}
562,"The LHCP requests a comprehensive report for all patients with a specified gender, age, and diagnosis .",1,{decision: allow; subject: lhcp; action: request; resource: report; purpose: none; condition: none}
563,3.2.16 UC16 Identify risk of chronic disease Use Case.,0,{decision: allow; subject: none; action: identify; resource: risk of chronic disease; condition: none; purpose: none}
564,"The first lab procedure in the received list is marked with a status of testing, and all other lab procedures have a status of received.",0,{decision: allow; subject: none; action: mark; resource: first lab procedure in the received list; condition: none; purpose: none}
565,"The patient, UAP, or personal representative enters a systolic blood pressure outside the range 40-240 or a diastolic blood pressure outside the range 40-150.",1,{decision: allow; subject: patient; action: enter; resource: systolic blood pressure; purpose: none; condition: none | decision: allow; subject: patient; action: enter; resource: diastolic blood pressure; purpose: none; condition: none | decision: allow; subject: uap; action: enter; resource: systolic blood pressure; purpose: none; condition: none | decision: allow; subject: uap; action: enter; resource: diastolic blood pressure; purpose: none; condition: none | decision: allow; subject: personal representative; action: enter; resource: systolic blood pressure; purpose: none; condition: none | decision: allow; subject: personal representative; action: enter; resource: diastolic blood pressure; purpose: none; condition: none}
566,Patient specific instructions are listed for a patient.,1,{decision: allow; subject: none; action: list; resource: instruction; purpose: none; condition: none}
567,An HCP can create a lab procedure for a given office visit.,1,{decision: allow; subject: hcp; action: create; resource: lab procedure; purpose: none; condition: none}
568,A patient may view his or her own lab procedure.,1,{decision: allow; subject: patient; action: view; resource: lab procedure; purpose: none; condition: none}
569,A report is a page which opens in a separate window and contains minimal decoration.,0,{decision: allow; subject: none; action: open; resource: report; condition: none; purpose: none}
570,"A user (a patient, patient representative, or LHCP) wishes to read a message from the message inbox or outbox.",1,{decision: allow; subject: lhcp; action: read; resource: message; purpose: none; condition: none | decision: allow; subject: patient; action: read; resource: message; purpose: none; condition: none | decision: allow; subject: patient representative; action: read; resource: message; purpose: none; condition: none}
571,The administrator selects a file containing LOINC information and chooses to upload it.,1,{decision: allow; subject: administrator; action: select; resource: file; purpose: upload; condition: none}
572,A patient or personal health representative  views his or her iTrust homepage.,1,{decision: allow; subject: patient; action: view; resource: itrust homepage; purpose: none; condition: none | decision: allow; subject: personal health representative; action: view; resource: itrust homepage; purpose: none; condition: none}
573,A patient views a list of his or her referrals.,1,{decision: allow; subject: patient; action: view; resource: list of his or her referrals; purpose: none; condition: none}
574,"A patient can click ""View Full Calendar"" link to view his or her appointments in the current month together with his or her office visit dates, prescription dates, and lab procedure dates in the current month displayed on a calendar for the current month .",1,{decision: allow; subject: patient; action: click; resource: view full calendar link; purpose: view his or her appointments in the current month; condition: none | decision: allow; subject: patient; action: click; resource: view full calendar link; purpose: view his or her office visit dates; condition: none | decision: allow; subject: patient; action: click; resource: view full calendar link; purpose: view prescription dates; condition: none | decision: allow; subject: patient; action: click; resource: view full calendar link; purpose: view lab procedure dates in the current month; condition: none}
575,The administrator chooses to maintain the overriding reasons that an HCP can select from .,1,{decision: allow; subject: administrator; action: maintain; resource: reason; purpose: none; condition: none}
576,The HCP has selected a medication prescribed from a pull down list.,1,{decision: allow; subject: hcp; action: select; resource: medication; purpose: none; condition: none}
577,"The administrator shall be allowed to assign a LHCP to multiple hospitals, and the administrator can choose among only the hospitals provided in the hospital list pull down menu.",1,{decision: allow; subject: administrator; action: assign; resource: lhcp; purpose: none; condition: none | decision: allow; subject: administrator; action: choose; resource: hospital; purpose: none; condition: none}
578,The patient can select to view contact information of a selected LHCP shown in the expired prescription list .,1,{decision: allow; subject: patient; action: view; resource: contact information; purpose: none; condition: none}
579,"The LHCP enters the text of the response message (up to 1000 characters) he or she wishes to send, then clicks the send button.",1,{decision: allow; subject: lhcp; action: enter; resource: text; purpose: send; condition: none | decision: allow; subject: lhcp; action: click; resource: send button; purpose: none; condition: none}
